"filename", "language", "YAML", "Go Module File", "Ignore", "JSON", "Markdown", "Docker", "Go", "Go Checksum File", "MS SQL", "comment", "blank", "total"
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/plan.go", "Go", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/point_sale.go", "Go", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/product.go", "Go", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/role.go", "Go", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/stock_point_sale.go", "Go", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/supplier.go", "Go", 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 4, 23
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/tenant.go", "Go", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/type_movement.go", "Go", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/user.go", "Go", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/models/user_tenant.go", "Go", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 10
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/auth.go", "Go", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/cash_register.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 5, 24
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/category.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/client.go", "Go", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 5, 23
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/deposit.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/email.go", "Go", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/expense_buy.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/expense_other.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/income_other.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 6, 25
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/income_sale.go", "Go", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 6, 25
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/member.go", "Go", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/movement_stock.go", "Go", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/notification.go", "Go", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 4, 15
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/permission.go", "Go", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 5, 17
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/plan.go", "Go", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/point_sale.go", "Go", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/product.go", "Go", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/report.go", "Go", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/role.go", "Go", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 4, 14
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/stock.go", "Go", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
